X (original),Y (original),X (deformed),Y (deformed),U1,U2,E11,E22,E12
0.0,50.0,7.335538720000001e-37,49.645515233,7.335538720000001e-37,-0.354484767,0.0237165261,-0.00711494684,0.0
0.0,45.0,4.05384361e-33,44.680963695,4.05384361e-33,-0.319036305,0.0237165261,-0.00711494684,0.0
0.0,40.0,4.05384361e-33,39.716412187,4.05384361e-33,-0.283587813,0.0237165261,-0.00711494684,0.0
0.0,35.0,4.05384361e-33,34.751860663,4.05384361e-33,-0.248139337,0.0237165261,-0.00711494684,0.0
0.0,30.0,4.05384361e-33,29.78730914,4.05384361e-33,-0.21269086,0.0237165261,-0.00711494684,0.0
0.0,25.0,4.05384361e-33,24.822757617,4.05384361e-33,-0.177242383,0.0237165261,-0.00711494684,0.0
0.0,20.0,4.05384361e-33,19.858206093,4.05384361e-33,-0.141793907,0.0237165261,-0.00711494684,0.0
0.0,15.0,4.05384361e-33,14.89365457,4.05384361e-33,-0.10634543,0.0237165261,-0.00711494684,0.0
0.0,10.0,4.05384361e-33,9.9291030467,4.05384361e-33,-0.0708969533,0.0237165261,-0.00711494684,0.0
0.0,5.0,4.05384361e-33,4.9645515233,4.05384361e-33,-0.0354484767,0.0237165261,-0.00711494684,0.0
0.0,0.0,7.335538720000001e-37,2.5217751e-36,7.335538720000001e-37,2.5217751e-36,0.0237165261,-0.00711494684,0.0
5.0,50.0,5.119999997,49.645515233,0.119999997,-0.354484767,0.0237165261,-0.00711494684,0.0
5.0,45.0,5.119999997,44.680963695,0.119999997,-0.319036305,0.0237165261,-0.00711494684,0.0
5.0,40.0,5.119999997,39.716412187,0.119999997,-0.283587813,0.0237165261,-0.00711494684,0.0
5.0,35.0,5.119999997,34.751860663,0.119999997,-0.248139337,0.0237165261,-0.00711494684,0.0
5.0,30.0,5.119999997,29.78730914,0.119999997,-0.21269086,0.0237165261,-0.00711494684,0.0
5.0,25.0,5.119999997,24.822757617,0.119999997,-0.177242383,0.0237165261,-0.00711494684,0.0
5.0,20.0,5.119999997,19.858206093,0.119999997,-0.141793907,0.0237165261,-0.00711494684,0.0
5.0,15.0,5.119999997,14.89365457,0.119999997,-0.10634543,0.0237165261,-0.00711494684,0.0
5.0,10.0,5.119999997,9.9291030467,0.119999997,-0.0708969533,0.0237165261,-0.00711494684,0.0
5.0,5.0,5.119999997,4.9645515233,0.119999997,-0.0354484767,0.0237165261,-0.00711494684,0.0
5.0,0.0,5.119999997,-2.3329610099999997e-17,0.119999997,-2.3329610099999997e-17,0.0237165261,-0.00711494684,0.0
10.0,50.0,10.239999995,49.645515233,0.239999995,-0.354484767,0.0237165261,-0.00711494684,0.0
10.0,45.0,10.239999995,44.680963695,0.239999995,-0.319036305,0.0237165261,-0.00711494684,0.0
10.0,40.0,10.239999995,39.716412187,0.239999995,-0.283587813,0.0237165261,-0.00711494684,0.0
10.0,35.0,10.239999995,34.751860663,0.239999995,-0.248139337,0.0237165261,-0.00711494684,0.0
10.0,30.0,10.239999995,29.78730914,0.239999995,-0.21269086,0.0237165261,-0.00711494684,0.0
10.0,25.0,10.239999995,24.822757617,0.239999995,-0.177242383,0.0237165261,-0.00711494684,0.0
10.0,20.0,10.239999995,19.858206093,0.239999995,-0.141793907,0.0237165261,-0.00711494684,0.0
10.0,15.0,10.239999995,14.89365457,0.239999995,-0.10634543,0.0237165261,-0.00711494684,0.0
10.0,10.0,10.239999995,9.9291030467,0.239999995,-0.0708969533,0.0237165261,-0.00711494684,0.0
10.0,5.0,10.239999995,4.9645515233,0.239999995,-0.0354484767,0.0237165261,-0.00711494684,0.0
10.0,0.0,10.239999995,-3.85504447e-17,0.239999995,-3.85504447e-17,0.0237165261,-0.00711494684,0.0
15.0,50.0,15.360000014,49.645515233,0.360000014,-0.354484767,0.0237165261,-0.00711494684,0.0
15.0,45.0,15.360000014,44.680963695,0.360000014,-0.319036305,0.0237165261,-0.00711494684,0.0
15.0,40.0,15.360000014,39.716412187,0.360000014,-0.283587813,0.0237165261,-0.00711494684,0.0
15.0,35.0,15.360000014,34.751860663,0.360000014,-0.248139337,0.0237165261,-0.00711494684,0.0
15.0,30.0,15.360000014,29.78730914,0.360000014,-0.21269086,0.0237165261,-0.00711494684,0.0
15.0,25.0,15.360000014,24.822757617,0.360000014,-0.177242383,0.0237165261,-0.00711494684,0.0
15.0,20.0,15.360000014,19.858206093,0.360000014,-0.141793907,0.0237165261,-0.00711494684,0.0
15.0,15.0,15.360000014,14.89365457,0.360000014,-0.10634543,0.0237165261,-0.00711494684,0.0
15.0,10.0,15.360000014,9.9291030467,0.360000014,-0.0708969533,0.0237165261,-0.00711494684,0.0
15.0,5.0,15.360000014,4.9645515233,0.360000014,-0.0354484767,0.0237165261,-0.00711494684,0.0
15.0,0.0,15.360000014,-3.0678530799999997e-17,0.360000014,-3.0678530799999997e-17,0.0237165261,-0.00711494684,0.0
20.0,50.0,20.479999989,49.645515233,0.479999989,-0.354484767,0.0237165261,-0.00711494684,0.0
20.0,45.0,20.479999989,44.680963695,0.479999989,-0.319036305,0.0237165261,-0.00711494684,0.0
20.0,40.0,20.479999989,39.716412187,0.479999989,-0.283587813,0.0237165261,-0.00711494684,0.0
20.0,35.0,20.479999989,34.751860663,0.479999989,-0.248139337,0.0237165261,-0.00711494684,0.0
20.0,30.0,20.479999989,29.78730914,0.479999989,-0.21269086,0.0237165261,-0.00711494684,0.0
20.0,25.0,20.479999989,24.822757617,0.479999989,-0.177242383,0.0237165261,-0.00711494684,0.0
20.0,20.0,20.479999989,19.858206093,0.479999989,-0.141793907,0.0237165261,-0.00711494684,0.0
20.0,15.0,20.479999989,14.89365457,0.479999989,-0.10634543,0.0237165261,-0.00711494684,0.0
20.0,10.0,20.479999989,9.9291030467,0.479999989,-0.0708969533,0.0237165261,-0.00711494684,0.0
20.0,5.0,20.479999989,4.9645515233,0.479999989,-0.0354484767,0.0237165261,-0.00711494684,0.0
20.0,0.0,20.479999989,4.61457222e-18,0.479999989,4.61457222e-18,0.0237165261,-0.00711494684,0.0
25.0,50.0,25.600000024,49.645515233,0.600000024,-0.354484767,0.0237165261,-0.00711494684,0.0
25.0,45.0,25.600000024,44.680963695,0.600000024,-0.319036305,0.0237165261,-0.00711494684,0.0
25.0,40.0,25.600000024,39.716412187,0.600000024,-0.283587813,0.0237165261,-0.00711494684,0.0
