X (original),Y (original),X (deformed),Y (deformed),U1,U2,E11,E22,E12
0.0,50.0,1.96184242e-36,49.415139377,1.96184242e-36,-0.584860623,0.0392207131,-0.0117661636,0.0
0.0,45.0,6.60156966e-33,44.473625422,6.60156966e-33,-0.526374578,0.0392207131,-0.0117661636,0.0
0.0,40.0,6.60156966e-33,39.532111466,6.60156966e-33,-0.467888534,0.0392207131,-0.0117661636,0.0
0.0,35.0,6.60156966e-33,34.59059754,6.60156966e-33,-0.40940246,0.0392207131,-0.0117661636,0.0
0.0,30.0,6.60156966e-33,29.649083614,6.60156966e-33,-0.350916386,0.0392207131,-0.0117661636,0.0
0.0,25.0,6.60156966e-33,24.707569689,6.60156966e-33,-0.292430311,0.0392207131,-0.0117661636,0.0
0.0,20.0,6.60156966e-33,19.766055733,6.60156966e-33,-0.233944267,0.0392207131,-0.0117661636,0.0
0.0,15.0,6.60156966e-33,14.824541807,6.60156966e-33,-0.175458193,0.0392207131,-0.0117661636,0.0
0.0,10.0,6.60156966e-33,9.883027866,6.60156966e-33,-0.116972134,0.0392207131,-0.0117661636,0.0
0.0,5.0,6.60156966e-33,4.9415139332,6.60156966e-33,-0.0584860668,0.0392207131,-0.0117661636,0.0
0.0,0.0,1.96184242e-36,6.881791909999999e-36,1.96184242e-36,6.881791909999999e-36,0.0392207131,-0.0117661636,0.0
5.0,50.0,5.200000003,49.415139377,0.200000003,-0.584860623,0.0392207131,-0.0117661636,0.0
5.0,45.0,5.200000003,44.473625422,0.200000003,-0.526374578,0.0392207131,-0.0117661636,0.0
5.0,40.0,5.200000003,39.532111466,0.200000003,-0.467888534,0.0392207131,-0.0117661636,0.0
5.0,35.0,5.200000003,34.59059754,0.200000003,-0.40940246,0.0392207131,-0.0117661636,0.0
5.0,30.0,5.200000003,29.649083614,0.200000003,-0.350916386,0.0392207131,-0.0117661636,0.0
5.0,25.0,5.200000003,24.707569689,0.200000003,-0.292430311,0.0392207131,-0.0117661636,0.0
5.0,20.0,5.200000003,19.766055733,0.200000003,-0.233944267,0.0392207131,-0.0117661636,0.0
5.0,15.0,5.200000003,14.824541807,0.200000003,-0.175458193,0.0392207131,-0.0117661636,0.0
5.0,10.0,5.200000003,9.883027866,0.200000003,-0.116972134,0.0392207131,-0.0117661636,0.0
5.0,5.0,5.200000003,4.9415139332,0.200000003,-0.0584860668,0.0392207131,-0.0117661636,0.0
5.0,0.0,5.200000003,-7.547167449999999e-17,0.200000003,-7.547167449999999e-17,0.0392207131,-0.0117661636,0.0
10.0,50.0,10.400000006,49.415139377,0.400000006,-0.584860623,0.0392207131,-0.0117661636,0.0
10.0,45.0,10.400000006,44.473625422,0.400000006,-0.526374578,0.0392207131,-0.0117661636,0.0
10.0,40.0,10.400000006,39.532111466,0.400000006,-0.467888534,0.0392207131,-0.0117661636,0.0
10.0,35.0,10.400000006,34.59059754,0.400000006,-0.40940246,0.0392207131,-0.0117661636,0.0
10.0,30.0,10.400000006,29.649083614,0.400000006,-0.350916386,0.0392207131,-0.0117661636,0.0
10.0,25.0,10.400000006,24.707569689,0.400000006,-0.292430311,0.0392207131,-0.0117661636,0.0
10.0,20.0,10.400000006,19.766055733,0.400000006,-0.233944267,0.0392207131,-0.0117661636,0.0
10.0,15.0,10.400000006,14.824541807,0.400000006,-0.175458193,0.0392207131,-0.0117661636,0.0
10.0,10.0,10.400000006,9.883027866,0.400000006,-0.116972134,0.0392207131,-0.0117661636,0.0
10.0,5.0,10.400000006,4.9415139332,0.400000006,-0.0584860668,0.0392207131,-0.0117661636,0.0
10.0,0.0,10.400000006,-4.7937995099999995e-17,0.400000006,-4.7937995099999995e-17,0.0392207131,-0.0117661636,0.0
15.0,50.0,15.600000024,49.415139377,0.600000024,-0.584860623,0.0392207131,-0.0117661636,0.0
15.0,45.0,15.600000024,44.473625422,0.600000024,-0.526374578,0.0392207131,-0.0117661636,0.0
15.0,40.0,15.600000024,39.532111466,0.600000024,-0.467888534,0.0392207131,-0.0117661636,0.0
15.0,35.0,15.600000024,34.59059754,0.600000024,-0.40940246,0.0392207131,-0.0117661636,0.0
15.0,30.0,15.600000024,29.649083614,0.600000024,-0.350916386,0.0392207131,-0.0117661636,0.0
15.0,25.0,15.600000024,24.707569689,0.600000024,-0.292430311,0.0392207131,-0.0117661636,0.0
15.0,20.0,15.600000024,19.766055733,0.600000024,-0.233944267,0.0392207131,-0.0117661636,0.0
15.0,15.0,15.600000024,14.824541807,0.600000024,-0.175458193,0.0392207131,-0.0117661636,0.0
15.0,10.0,15.600000024,9.883027866,0.600000024,-0.116972134,0.0392207131,-0.0117661636,0.0
15.0,5.0,15.600000024,4.9415139332,0.600000024,-0.0584860668,0.0392207131,-0.0117661636,0.0
15.0,0.0,15.600000024,-7.51263895e-17,0.600000024,-7.51263895e-17,0.0392207131,-0.0117661636,0.0
20.0,50.0,20.800000012,49.415139377,0.800000012,-0.584860623,0.0392207131,-0.0117661636,0.0
20.0,45.0,20.800000012,44.473625422,0.800000012,-0.526374578,0.0392207131,-0.0117661636,0.0
20.0,40.0,20.800000012,39.532111466,0.800000012,-0.467888534,0.0392207131,-0.0117661636,0.0
20.0,35.0,20.800000012,34.59059754,0.800000012,-0.40940246,0.0392207131,-0.0117661636,0.0
20.0,30.0,20.800000012,29.649083614,0.800000012,-0.350916386,0.0392207131,-0.0117661636,0.0
20.0,25.0,20.800000012,24.707569689,0.800000012,-0.292430311,0.0392207131,-0.0117661636,0.0
20.0,20.0,20.800000012,19.766055733,0.800000012,-0.233944267,0.0392207131,-0.0117661636,0.0
20.0,15.0,20.800000012,14.824541807,0.800000012,-0.175458193,0.0392207131,-0.0117661636,0.0
20.0,10.0,20.800000012,9.883027866,0.800000012,-0.116972134,0.0392207131,-0.0117661636,0.0
20.0,5.0,20.800000012,4.9415139332,0.800000012,-0.0584860668,0.0392207131,-0.0117661636,0.0
20.0,0.0,20.800000012,-4.1345097599999994e-17,0.800000012,-4.1345097599999994e-17,0.0392207131,-0.0117661636,0.0
25.0,50.0,26.0,49.415139377,1.0,-0.584860623,0.0392207131,-0.0117661636,0.0
25.0,45.0,26.0,44.473625422,1.0,-0.526374578,0.0392207131,-0.0117661636,0.0
25.0,40.0,26.0,39.532111466,1.0,-0.467888534,0.0392207131,-0.0117661636,0.0
25.0,35.0,26.0,34.59059754,1.0,-0.40940246,0.0392207131,-0.0117661636,0.0
25.0,30.0,26.0,29.649083614,1.0,-0.350916386,0.0392207131,-0.0117661636,0.0
25.0,25.0,26.0,24.707569689,1.0,-0.292430311,0.0392207131,-0.0117661636,0.0
25.0,20.0,26.0,19.766055733,1.0,-0.233944267,0.0392207131,-0.0117661636,0.0
25.0,15.0,26.0,14.824541807,1.0,-0.175458193,0.0392207131,-0.0117661636,0.0
25.0,10.0,26.0,9.883027866,1.0,-0.116972134,0.0392207131,-0.0117661636,0.0
25.0,5.0,26.0,4.9415139332,1.0,-0.0584860668,0.0392207131,-0.0117661636,0.0
